vendor_id,pickup_datetime,dropoff_datetime,passenger_count,trip_distance,pickup_location_id,dropoff_location_id,payment_type,fare_amount,tip_amount,total_amount
1,2023-01-14 07:56:00,2023-01-14 08:16:59.459037012,1.0,6.99,48,256,1,28.6,3.93,32.53
1,2023-01-01 12:58:00,2023-01-01 13:07:53.301461544,1.0,2.48,168,204,1,14.03,1.75,15.78
1,2023-01-15 09:26:00,2023-01-15 09:39:15.788845194,1.0,3.53,64,145,1,19.34,2.05,21.39
2,2023-01-30 12:06:00,2023-01-30 12:18:06.411443562,1.0,3.18,6,229,3,17.31,0.0,17.31
1,2023-01-04 16:44:00,2023-01-04 16:51:34.352325822,2.0,2.77,52,153,1,11.09,1.55,12.64
2,2023-01-10 17:07:00,2023-01-10 17:14:59.446834920,1.0,2.41,239,145,2,10.28,0.0,10.28
1,2023-01-25 21:51:00,2023-01-25 22:03:25.665064464,5.0,4.21,128,211,1,19.65,2.7,22.35
2,2023-01-30 17:59:00,2023-01-30 18:15:02.530789812,1.0,5.06,34,143,2,23.55,0.0,23.55
2,2023-01-26 05:50:00,2023-01-26 05:58:07.585666872,1.0,2.68,124,72,2,10.29,0.0,10.29
1,2023-01-11 00:17:00,2023-01-11 00:26:38.730935868,2.0,2.81,261,193,2,16.29,0.0,16.29
1,2023-01-17 15:02:00,2023-01-17 15:13:02.396704668,2.0,3.29,38,54,1,17.26,1.24,18.5
2,2023-01-19 22:05:00,2023-01-19 22:15:05.409622050,1.0,2.31,253,146,2,10.05,0.0,10.05
2,2023-01-12 10:55:00,2023-01-12 10:59:02.517523356,5.0,1.21,213,85,2,6.39,0.0,6.39
2,2023-01-02 08:37:00,2023-01-02 08:39:11.734323300,2.0,0.66,218,258,1,5.98,0.92,6.9
1,2023-01-31 07:08:00,2023-01-31 07:15:00.751294560,1.0,2.37,106,115,1,11.65,1.33,12.98
2,2023-01-19 16:56:00,2023-01-19 17:13:26.391432552,2.0,5.9,1,74,1,26.7,3.34,30.04
1,2023-01-23 10:47:00,2023-01-23 10:50:13.233195060,1.0,0.92,238,62,1,7.55,0.94,8.49
1,2023-01-18 08:52:00,2023-01-18 09:00:49.431405516,1.0,3.15,135,15,1,13.67,1.28,14.95
2,2023-01-22 16:41:00,2023-01-22 16:48:03.212504544,1.0,2.17,233,93,3,13.8,0.0,13.8
2,2023-01-04 19:25:00,2023-01-04 19:39:54.413807874,1.0,3.63,69,48,2,18.65,0.0,18.65
2,2023-01-07 15:31:00,2023-01-07 15:41:57.180961530,1.0,2.54,46,184,2,14.97,0.0,14.97
1,2023-01-03 13:12:00,2023-01-03 13:18:00.035447172,3.0,1.35,117,210,2,11.45,0.0,11.45
2,2023-01-29 11:41:00,2023-01-29 11:56:35.311762194,1.0,5.41,110,188,1,22.61,3.81,26.42
2,2023-01-07 08:18:00,2023-01-07 08:38:20.884240626,1.0,5.51,68,194,1,23.62,4.09,27.71
1,2023-01-26 21:47:00,2023-01-26 21:53:24.913014006,3.0,2.51,87,117,1,13.02,1.44,14.46
2,2023-01-06 12:38:00,2023-01-06 12:42:20.554833828,1.0,1.04,264,30,2,8.03,0.0,8.03
1,2023-01-31 19:23:00,2023-01-31 19:32:09.289148772,1.0,2.37,211,206,1,12.51,1.88,14.39
2,2023-01-19 08:40:00,2023-01-19 08:57:49.247883594,2.0,6.06,113,79,2,23.28,0.0,23.28
2,2023-01-03 16:46:00,2023-01-03 16:53:59.530930050,1.0,2.03,97,42,1,13.01,0.78,13.79
2,2023-01-28 07:00:00,2023-01-28 07:08:05.206331352,1.0,1.93,55,47,2,12.06,0.0,12.06
2,2023-01-08 20:21:00,2023-01-08 20:40:33.241771272,6.0,5.22,166,60,1,25.09,3.06,28.15
1,2023-01-04 14:27:00,2023-01-04 14:42:46.392705990,1.0,4.1,48,9,1,19.01,3.2,22.21
2,2023-01-10 11:12:00,2023-01-10 11:16:26.443424160,1.0,1.32,134,242,2,9.58,0.0,9.58
1,2023-01-09 21:01:00,2023-01-09 21:08:30.565256813,1.0,1.99,131,100,2,12.59,0.0,12.59
2,2023-01-05 20:07:00,2023-01-05 20:19:26.587180728,1.0,2.93,206,200,2,16.61,0.0,16.61
1,2023-01-27 21:52:00,2023-01-27 22:09:03.656104212,2.0,5.22,262,119,1,21.81,2.62,24.43
1,2023-01-18 21:45:00,2023-01-18 21:55:33.074720562,1.0,2.8,37,180,1,13.01,0.99,14.0
1,2023-01-01 22:59:00,2023-01-01 23:06:19.012415616,1.0,2.64,91,16,1,11.05,1.79,12.84
1,2023-01-10 03:41:00,2023-01-10 03:51:02.804995308,2.0,2.7,8,176,1,11.27,1.71,12.98
2,2023-01-13 20:09:00,2023-01-13 20:17:03.612945312,2.0,3.13,138,65,1,15.3,2.93,18.23
2,2023-01-17 07:26:00,2023-01-17 07:38:42.988811760,1.0,4.43,86,112,1,19.64,2.43,22.07
1,2023-01-10 11:36:00,2023-01-10 11:51:55.895161008,4.0,5.28,250,48,1,22.04,3.48,25.52
1,2023-01-08 15:58:00,2023-01-08 16:03:57.636454308,2.0,2.23,15,90,1,10.25,1.53,11.78
1,2023-01-13 16:27:00,2023-01-13 16:30:45.048518736,1.0,1.06,156,76,1,7.59,0.34,7.93
2,2023-01-09 08:42:00,2023-01-09 08:47:21.760686474,1.0,1.7,93,37,2,9.3,0.0,9.3
2,2023-01-09 09:51:00,2023-01-09 09:54:48.972856188,3.0,0.86,113,81,1,6.97,0.93,7.9
1,2023-01-27 18:20:00,2023-01-27 18:30:05.628887322,1.0,2.6,74,258,1,13.89,2.49,16.38
1,2023-01-18 20:03:00,2023-01-18 20:14:15.840697026,4.0,3.89,86,22,1,19.19,1.92,21.11
2,2023-01-03 13:57:00,2023-01-03 14:01:56.066093892,1.0,1.23,28,235,2,6.71,0.0,6.71
1,2023-01-12 08:07:00,2023-01-12 08:43:07.568065740,1.0,8.17,46,34,1,38.04,9.04,47.08
2,2023-01-17 09:49:00,2023-01-17 09:54:08.123390094,1.0,1.79,66,96,1,9.91,1.16,11.07
1,2023-01-11 16:31:00,2023-01-11 16:36:16.035935112,2.0,1.38,130,38,2,8.13,0.0,8.13
2,2023-01-04 11:08:00,2023-01-04 11:14:59.846654244,1.0,2.0,137,2,1,11.13,1.19,12.32
1,2023-01-18 23:12:00,2023-01-18 23:22:38.137142844,1.0,2.58,249,165,1,14.67,1.31,15.98
2,2023-01-13 08:09:00,2023-01-13 08:18:20.715219408,1.0,3.44,248,92,2,18.1,0.0,18.1
1,2023-01-05 16:57:00,2023-01-05 17:17:58.881171912,1.0,7.22,192,111,1,28.92,3.46,32.38
2,2023-01-11 22:33:00,2023-01-11 22:40:58.865407704,1.0,2.56,47,102,1,12.58,1.0,13.58
1,2023-01-22 12:15:00,2023-01-22 12:21:40.431148260,2.0,1.92,106,32,1,14.37,1.72,16.09
1,2023-01-26 19:22:00,2023-01-26 19:32:01.489231068,1.0,2.3,64,230,2,15.65,0.0,15.65
1,2023-01-16 14:51:00,2023-01-16 14:56:40.883694738,1.0,2.22,142,222,1,9.24,1.06,10.3
1,2023-01-04 03:05:00,2023-01-04 03:18:46.224509658,1.0,4.26,199,81,1,18.92,2.27,21.19
2,2023-01-18 11:01:00,2023-01-18 11:19:45.096302058,4.0,4.68,194,49,1,23.17,1.37,24.54
1,2023-01-23 18:45:00,2023-01-23 18:55:48.374854260,1.0,3.44,163,12,2,15.25,0.0,15.25
1,2023-01-05 19:57:00,2023-01-05 20:00:17.572026216,2.0,0.93,76,209,1,5.75,0.48,6.23
1,2023-01-07 07:36:00,2023-01-07 07:45:38.232428718,2.0,2.53,166,110,1,11.95,2.44,14.39
1,2023-01-25 15:21:00,2023-01-25 15:28:14.038195884,1.0,1.99,162,190,1,9.29,1.79,11.08
2,2023-01-21 08:10:00,2023-01-21 08:17:50.285656332,1.0,1.84,110,75,2,10.23,0.0,10.23
2,2023-01-07 12:11:00,2023-01-07 12:12:40.919805150,1.0,0.64,132,134,1,4.81,1.02,5.83
2,2023-01-16 14:10:00,2023-01-16 14:23:54.319984308,2.0,4.55,129,184,2,19.59,0.0,19.59
2,2023-01-12 17:29:00,2023-01-12 17:34:10.517672574,4.0,1.29,172,105,1,8.23,0.86,9.09
1,2023-01-03 20:26:00,2023-01-03 20:29:40.257029826,1.0,1.3,71,34,2,7.36,0.0,7.36
1,2023-01-06 06:57:00,2023-01-06 07:07:49.244170380,1.0,2.55,168,91,1,12.08,2.01,14.09
2,2023-01-16 06:34:00,2023-01-16 06:38:45.461484168,1.0,1.3,179,19,1,10.67,0.8,11.47
1,2023-01-25 03:08:00,2023-01-25 03:20:08.537743656,2.0,2.72,34,241,1,15.89,1.71,17.6
2,2023-01-21 14:28:00,2023-01-21 14:33:42.316925424,1.0,2.15,45,26,1,11.58,1.24,12.82
1,2023-01-16 12:52:00,2023-01-16 12:58:25.315928082,1.0,2.54,255,144,2,9.31,0.0,9.31
2,2023-01-08 21:20:00,2023-01-08 21:24:38.347479402,2.0,1.67,24,109,2,9.9,0.0,9.9
1,2023-01-01 09:23:00,2023-01-01 09:27:22.802223828,2.0,1.48,128,150,2,8.83,0.0,8.83
2,2023-01-09 20:54:00,2023-01-09 21:06:52.070575176,1.0,4.73,148,148,1,20.58,2.59,23.17
1,2023-01-03 14:42:00,2023-01-03 15:01:02.467892862,1.0,6.06,28,29,1,25.65,1.72,27.37
2,2023-01-01 06:38:00,2023-01-01 06:46:56.827804134,1.0,3.15,12,182,1,14.57,1.49,16.06
1,2023-01-22 21:29:00,2023-01-22 21:52:47.533150644,1.0,6.09,69,114,1,28.05,4.66,32.71
1,2023-01-19 09:08:00,2023-01-19 09:11:53.999165892,1.0,1.33,169,9,1,7.7,1.04,8.74
2,2023-01-01 07:27:00,2023-01-01 07:34:43.906057464,1.0,2.3,69,10,2,10.96,0.0,10.96
1,2023-01-23 17:31:00,2023-01-23 17:37:44.060518962,1.0,2.2,87,257,1,8.92,1.48,10.4
1,2023-01-12 18:36:00,2023-01-12 18:47:04.935883416,3.0,4.03,89,237,2,18.03,0.0,18.03
1,2023-01-06 19:21:00,2023-01-06 19:31:31.237538502,5.0,3.59,86,113,1,17.44,2.03,19.47
1,2023-01-08 19:30:00,2023-01-08 19:37:47.289206058,1.0,2.13,240,88,1,12.5,1.45,13.95
2,2023-01-31 22:28:00,2023-01-31 22:39:46.035222786,1.0,3.94,85,232,1,17.13,1.9,19.03
2,2023-01-08 12:12:00,2023-01-08 12:30:45.170029638,1.0,6.0,67,196,2,25.73,0.0,25.73
2,2023-01-13 15:11:00,2023-01-13 15:19:07.392411414,2.0,1.9,142,62,2,10.9,0.0,10.9
1,2023-01-02 10:26:00,2023-01-02 10:31:56.687876280,1.0,2.19,6,121,2,12.43,0.0,12.43
2,2023-01-18 21:26:00,2023-01-18 21:42:05.228920314,2.0,3.8,57,136,1,16.35,2.16,18.51
2,2023-01-19 19:49:00,2023-01-19 19:54:26.109768054,1.0,2.09,46,117,1,10.65,1.02,11.67
2,2023-01-04 08:59:00,2023-01-04 09:00:55.652763108,3.0,0.65,263,190,2,4.56,0.0,4.56
2,2023-01-15 20:05:00,2023-01-15 20:15:36.175147644,1.0,3.77,179,153,1,14.71,0.95,15.66
2,2023-01-11 18:54:00,2023-01-11 19:12:16.264434006,1.0,4.43,191,214,1,20.92,2.45,23.37
2,2023-01-15 10:02:00,2023-01-15 10:06:00.996828090,1.0,1.38,189,192,1,6.87,1.08,7.95
2,2023-01-10 03:34:00,2023-01-10 04:02:19.680769446,1.0,10.63,56,20,2,40.79,0.0,40.79
2,2023-01-08 22:40:00,2023-01-08 22:47:21.357897786,1.0,2.92,261,244,2,14.06,0.0,14.06
1,2023-01-14 18:21:00,2023-01-14 18:26:10.435394226,1.0,1.43,248,97,1,9.35,0.82,10.17
2,2023-01-15 14:28:00,2023-01-15 14:39:28.566017082,5.0,3.23,204,57,1,15.66,1.75,17.41
2,2023-01-02 16:13:00,2023-01-02 16:26:03.003463002,1.0,2.98,61,64,2,15.81,0.0,15.81
2,2023-01-22 06:57:00,2023-01-22 07:02:14.811270558,1.0,1.9,218,258,1,8.99,0.91,9.9
1,2023-01-16 08:54:00,2023-01-16 08:59:45.919935900,2.0,1.56,233,197,1,8.85,1.56,10.41
2,2023-01-17 01:52:00,2023-01-17 02:08:02.422093128,1.0,5.18,253,28,1,23.2,3.78,26.98
1,2023-01-02 19:12:00,2023-01-02 19:14:49.869465714,1.0,1.07,211,109,2,8.41,0.0,8.41
1,2023-01-11 11:23:00,2023-01-11 11:28:48.437988990,1.0,1.6,87,244,1,8.89,1.39,10.28
1,2023-01-06 07:17:00,2023-01-06 07:21:56.062156080,1.0,1.71,79,124,1,9.66,1.04,10.7
2,2023-01-05 11:55:00,2023-01-05 12:03:46.565062146,1.0,2.0,76,186,1,10.31,1.62,11.93
2,2023-01-22 16:48:00,2023-01-22 16:50:18.497784282,2.0,0.88,118,201,1,5.87,0.67,6.54
1,2023-01-30 11:54:00,2023-01-30 12:23:24.053807424,1.0,7.64,76,196,1,33.25,5.59,38.84
2,2023-01-26 17:50:00,2023-01-26 17:53:32.315636489,1.0,0.82,46,126,1,3.74,0.5,4.24
1,2023-01-22 13:30:00,2023-01-22 13:34:05.886836040,2.0,1.12,120,64,1,7.8,0.33,8.13
2,2023-01-26 20:42:00,2023-01-26 21:06:53.890714788,2.0,8.71,45,248,1,36.06,5.95,42.01
2,2023-01-20 21:19:00,2023-01-20 21:48:45.209475594,1.0,7.33,222,81,1,37.27,3.86,41.13
2,2023-01-26 11:45:00,2023-01-26 11:57:42.070901730,1.0,4.35,46,259,2,18.57,0.0,18.57
1,2023-01-30 09:39:00,2023-01-30 09:45:09.633538242,1.0,1.86,262,105,2,9.89,0.0,9.89
2,2023-01-21 10:40:00,2023-01-21 10:56:56.317857198,2.0,5.35,84,116,1,21.47,3.06,24.53
1,2023-01-27 10:51:00,2023-01-27 10:59:09.766134798,2.0,3.0,175,48,1,13.36,1.65,15.01
1,2023-01-28 13:39:00,2023-01-28 13:50:50.119021638,1.0,2.94,229,89,1,17.35,2.84,20.19
2,2023-01-08 19:43:00,2023-01-08 19:48:10.503799320,2.0,1.74,95,38,2,11.19,0.0,11.19
2,2023-01-20 19:49:00,2023-01-20 19:56:51.728610102,2.0,1.92,44,186,1,12.18,1.6,13.78
2,2023-01-16 21:47:00,2023-01-16 22:07:46.681075512,1.0,4.7,68,100,1,22.65,2.43,25.08
1,2023-01-02 17:09:00,2023-01-02 17:24:16.954440126,1.0,4.27,162,30,1,19.34,1.61,20.95
1,2023-01-12 14:38:00,2023-01-12 14:43:05.551150650,1.0,1.19,206,39,1,7.37,0.8,8.17
2,2023-01-27 09:15:00,2023-01-27 09:23:27.185259630,1.0,2.53,84,36,2,15.2,0.0,15.2
2,2023-01-01 15:46:00,2023-01-01 16:02:24.711675558,1.0,4.06,170,152,2,19.03,0.0,19.03
1,2023-01-25 15:23:00,2023-01-25 15:28:45.738479862,1.0,2.15,221,86,2,10.65,0.0,10.65
1,2023-01-12 19:21:00,2023-01-12 19:27:49.420343370,3.0,1.92,248,131,1,11.45,1.2,12.65
1,2023-01-28 22:25:00,2023-01-28 22:41:41.162417772,1.0,3.99,53,212,1,22.32,4.2,26.52
2,2023-01-19 21:03:00,2023-01-19 21:11:28.991902170,1.0,2.8,53,215,2,14.14,0.0,14.14
2,2023-01-02 07:46:00,2023-01-02 07:48:09.692000022,1.0,0.64,254,191,1,7.39,1.08,8.47
1,2023-01-11 14:36:00,2023-01-11 14:41:42.349849086,1.0,2.27,252,246,1,11.89,2.04,13.93
2,2023-01-04 17:16:00,2023-01-04 17:27:58.453584270,2.0,4.0,39,195,1,16.73,2.03,18.76
1,2023-01-26 09:29:00,2023-01-26 09:36:25.896579660,1.0,2.71,8,110,1,12.79,1.48,14.27
2,2023-01-31 07:33:00,2023-01-31 07:36:52.016135406,1.0,1.36,130,232,1,7.9,1.0,8.9
1,2023-01-23 18:57:00,2023-01-23 19:01:48.516681504,2.0,1.77,64,50,1,8.79,1.58,10.37
2,2023-01-01 11:11:00,2023-01-01 11:22:23.983177686,2.0,2.61,50,4,1,14.66,0.82,15.48
2,2023-01-10 15:08:00,2023-01-10 15:11:37.623290808,1.0,1.05,157,94,1,7.87,0.9,8.77
2,2023-01-28 15:38:00,2023-01-28 15:42:38.261333934,3.0,1.6,30,224,1,8.84,0.84,9.68
2,2023-01-10 17:36:00,2023-01-10 17:40:28.905914496,3.0,1.59,76,69,1,8.68,0.84,9.52
1,2023-01-17 21:01:00,2023-01-17 21:07:06.050281824,1.0,1.44,132,145,1,8.98,2.15,11.13
2,2023-01-21 08:49:00,2023-01-21 08:55:10.743877932,1.0,1.68,112,135,1,11.13,1.66,12.79
2,2023-01-19 18:15:00,2023-01-19 18:21:12.675690966,1.0,2.13,153,18,2,11.45,0.0,11.45
1,2023-01-22 15:33:00,2023-01-22 15:43:06.523359294,1.0,3.28,208,249,1,14.69,1.04,15.73
2,2023-01-18 06:59:00,2023-01-18 07:02:21.045827844,,0.83,243,170,1,6.17,0.31,6.48
2,2023-01-24 18:11:00,2023-01-24 18:25:02.039090418,1.0,4.65,160,231,2,21.42,0.0,21.42
1,2023-01-09 22:29:00,2023-01-09 22:35:42.470073720,3.0,2.08,100,172,1,12.1,1.96,14.06
2,2023-01-07 09:04:00,2023-01-07 09:15:05.509057212,1.0,2.66,207,239,1,11.18,2.02,13.2
2,2023-01-13 05:27:00,2023-01-13 05:36:49.509652956,1.0,3.37,190,235,1,16.19,3.56,19.75
1,2023-01-12 20:32:00,2023-01-12 20:44:48.406028094,1.0,3.7,242,2,2,16.97,0.0,16.97
2,2023-01-25 22:53:00,2023-01-25 23:02:19.378057758,1.0,2.48,171,204,1,11.18,1.76,12.94
2,2023-01-18 07:42:00,2023-01-18 07:48:03.207535260,1.0,2.15,261,143,1,11.29,2.14,13.43
2,2023-01-11 10:48:00,2023-01-11 10:59:31.790297562,1.0,2.72,36,237,2,16.93,0.0,16.93
1,2023-01-12 22:30:00,2023-01-12 22:39:07.574635505,1.0,2.69,205,157,4,9.57,0.0,9.57
1,2023-01-29 09:07:00,2023-01-29 09:11:25.202836506,1.0,1.38,59,232,1,8.0,0.63,8.63
2,2023-01-23 15:17:00,2023-01-23 15:19:53.039952144,1.0,0.77,20,54,1,5.28,0.49,5.77
1,2023-01-08 14:13:00,2023-01-08 14:25:59.131740420,1.0,3.85,200,233,1,18.8,2.24,21.04
2,2023-01-12 22:10:00,2023-01-12 22:13:32.956820507,1.0,1.09,150,50,2,7.5,0.0,7.5
1,2023-01-19 14:08:00,2023-01-19 14:20:29.147076990,2.0,2.79,181,205,2,16.24,0.0,16.24
2,2023-01-03 11:13:00,2023-01-03 11:20:44.871963954,6.0,1.77,201,240,1,12.28,1.6,13.88
2,2023-01-31 06:08:00,2023-01-31 06:19:51.132293316,1.0,3.24,147,46,1,16.37,1.43,17.8
2,2023-01-05 04:04:00,2023-01-05 04:05:41.095166466,1.0,0.67,67,3,2,4.9,0.0,4.9
2,2023-01-23 17:24:00,2023-01-23 17:28:20.310384432,4.0,1.62,237,3,1,12.11,2.22,14.33
2,2023-01-30 21:41:00,2023-01-30 21:59:55.451993868,5.0,4.5,14,191,1,23.15,3.13,26.28
1,2023-01-03 15:13:00,2023-01-03 15:15:33.363136422,1.0,0.78,22,49,2,5.99,0.0,5.99
1,2023-01-17 00:25:00,2023-01-17 00:28:06.681354660,1.0,0.93,92,256,1,5.52,1.05,6.57
2,2023-01-09 19:08:00,2023-01-09 19:18:25.031927844,1.0,2.53,224,4,1,12.34,1.35,13.69
1,2023-01-29 13:35:00,2023-01-29 13:45:29.026392768,5.0,2.53,88,15,2,15.52,0.0,15.52
2,2023-01-09 12:09:00,2023-01-09 12:30:10.375741014,1.0,4.93,106,186,2,27.3,0.0,27.3
1,2023-01-12 15:32:00,2023-01-12 15:41:48.528778686,1.0,2.57,199,236,1,13.55,0.3,13.85
2,2023-01-09 15:32:00,2023-01-09 15:45:13.735111920,1.0,3.73,222,232,1,18.33,0.99,19.32
1,2023-01-28 18:05:00,2023-01-28 18:13:38.367331200,1.0,2.07,194,46,1,10.55,0.62,11.17
2,2023-01-23 12:37:00,2023-01-23 12:41:27.974190258,1.0,1.41,234,73,1,9.36,0.96,10.32
2,2023-01-16 21:30:00,2023-01-16 21:34:22.209024210,2.0,1.47,136,48,1,10.35,1.38,11.73
2,2023-01-19 08:49:00,2023-01-19 08:56:12.181334220,2.0,1.67,113,101,2,7.1,0.0,7.1
2,2023-01-17 10:11:00,2023-01-17 10:34:17.597626662,4.0,6.16,146,150,1,25.41,4.96,30.37
1,2023-01-22 17:09:00,2023-01-22 17:40:52.039558842,1.0,9.58,149,148,1,41.06,4.2,45.26
2,2023-01-28 14:09:00,2023-01-28 14:13:44.706890682,2.0,1.31,260,206,1,7.19,0.87,8.06
2,2023-01-02 16:44:00,2023-01-02 17:00:44.936863824,1.0,5.31,81,230,2,23.91,0.0,23.91
1,2023-01-24 17:51:00,2023-01-24 17:55:04.175865114,1.0,1.24,150,161,1,7.4,1.38,8.78
1,2023-01-08 19:57:00,2023-01-08 20:02:57.059373072,1.0,2.26,212,4,1,8.67,1.31,9.98
1,2023-01-19 08:01:00,2023-01-19 08:10:41.113604064,1.0,2.74,40,200,2,13.2,0.0,13.2
1,2023-01-18 12:06:00,2023-01-18 12:21:23.990904126,1.0,3.87,66,40,1,21.31,2.89,24.2
1,2023-01-23 08:11:00,2023-01-23 08:22:27.310773720,1.0,3.61,26,235,1,16.45,2.74,19.19
1,2023-01-12 08:16:00,2023-01-12 08:20:45.023857656,1.0,1.39,106,255,1,8.93,0.54,9.47
2,2023-01-20 20:01:00,2023-01-20 20:07:46.561630170,1.0,1.53,55,223,1,9.5,0.94,10.44
2,2023-01-16 20:40:00,2023-01-16 20:48:23.382018504,1.0,2.25,255,114,1,12.8,1.57,14.37
1,2023-01-24 19:45:00,2023-01-24 19:53:04.196270724,5.0,1.9,264,180,1,9.94,1.76,11.7
2,2023-01-23 08:28:00,2023-01-23 08:33:08.702211558,1.0,1.43,238,63,1,10.56,1.49,12.05
1,2023-01-21 19:02:00,2023-01-21 19:09:30.584109894,1.0,2.53,172,180,4,12.81,0.0,12.81
2,2023-01-11 03:57:00,2023-01-11 04:06:06.012708840,1.0,2.56,113,22,3,14.04,0.0,14.04
2,2023-01-14 01:57:00,2023-01-14 02:01:40.178291940,,1.2,241,54,2,8.03,0.0,8.03
2,2023-01-27 10:37:00,2023-01-27 10:39:39.029770680,1.0,0.98,187,201,1,9.09,0.62,9.71
2,2023-01-18 11:46:00,2023-01-18 11:49:21.941756502,1.0,1.29,185,82,1,6.61,0.76,7.37
1,2023-01-21 22:46:00,2023-01-21 23:03:13.112891664,,5.72,152,87,2,24.58,0.0,24.58
2,2023-01-23 12:23:00,2023-01-23 12:34:13.709324106,1.0,2.96,199,60,1,17.36,2.89,20.25
1,2023-01-05 17:06:00,2023-01-05 17:14:26.286180726,1.0,2.07,114,93,2,12.17,0.0,12.17
1,2023-01-28 12:56:00,2023-01-28 13:02:58.148885982,1.0,2.18,131,240,1,7.91,0.5,8.41
2,2023-01-29 09:27:00,2023-01-29 09:32:50.760731136,4.0,2.3,142,117,2,11.13,0.0,11.13
2,2023-01-05 16:55:00,2023-01-05 17:02:44.723945238,1.0,1.88,63,81,1,13.23,0.86,14.09
2,2023-01-04 08:23:00,2023-01-04 08:29:52.968900036,1.0,1.95,123,21,1,10.19,0.85,11.04
1,2023-01-31 09:00:00,2023-01-31 09:17:12.550844970,3.0,6.15,157,215,1,24.71,2.17,26.88
2,2023-01-04 09:36:00,2023-01-04 09:43:11.336133480,3.0,2.66,33,86,1,11.33,1.4,12.73
1,2023-01-26 14:14:00,2023-01-26 14:18:10.607203164,4.0,1.31,161,265,1,5.64,0.74,6.38
2,2023-01-18 08:25:00,2023-01-18 08:27:43.384839000,3.0,1.01,122,182,1,6.67,0.77,7.44
2,2023-01-06 08:59:00,2023-01-06 09:20:47.697932148,1.0,7.11,86,262,1,30.66,5.93,36.59
2,2023-01-14 14:54:00,2023-01-14 15:04:18.452934636,1.0,2.37,208,98,2,13.91,0.0,13.91
2,2023-01-29 09:20:00,2023-01-29 09:37:58.783163904,1.0,4.4,53,98,2,18.84,0.0,18.84
2,2023-01-26 18:06:00,2023-01-26 18:14:08.080461648,1.0,2.55,111,235,1,15.06,2.62,17.68
1,2023-01-03 21:15:00,2023-01-03 21:20:10.582718724,2.0,2.02,51,230,1,10.81,1.83,12.64
2,2023-01-31 06:37:00,2023-01-31 06:42:25.145626086,1.0,1.29,153,33,1,5.95,0.81,6.76
2,2023-01-10 10:21:00,2023-01-10 10:28:11.532185994,1.0,2.52,228,130,2,13.83,0.0,13.83
2,2023-01-10 22:05:00,2023-01-10 22:17:06.856808418,1.0,3.68,255,24,1,16.85,3.23,20.08
2,2023-01-16 15:00:00,2023-01-16 15:07:19.911002376,1.0,2.22,12,144,1,11.2,0.74,11.94
1,2023-01-25 16:47:00,2023-01-25 16:51:23.297725254,1.0,1.4,251,125,2,7.5,0.0,7.5
1,2023-01-31 07:12:00,2023-01-31 07:45:23.650859040,1.0,10.75,73,63,1,41.69,5.78,47.47
1,2023-01-31 15:59:00,2023-01-31 16:05:12.635355228,2.0,1.53,200,265,1,9.94,0.98,10.92
2,2023-01-05 08:46:00,2023-01-05 08:59:40.559734326,1.0,4.75,38,130,1,22.96,3.65,26.61
1,2023-01-15 13:14:00,2023-01-15 13:25:38.030772486,1.0,2.69,162,29,1,15.39,2.67,18.06
1,2023-01-17 08:44:00,2023-01-17 08:50:14.384196078,1.0,1.95,109,64,1,11.96,0.98,12.94
1,2023-01-31 12:30:00,2023-01-31 12:33:15.828980963,1.0,1.08,46,68,1,5.92,0.55,6.47
1,2023-01-27 20:55:00,2023-01-27 21:04:29.542171476,2.0,2.75,7,122,1,12.92,1.94,14.86
1,2023-01-17 19:45:00,2023-01-17 19:56:46.991126040,2.0,4.41,224,44,1,18.25,3.25,21.5
2,2023-01-10 21:56:00,2023-01-10 22:10:26.136675792,5.0,3.57,16,249,2,16.72,0.0,16.72
2,2023-01-18 23:10:00,2023-01-18 23:14:34.343486352,3.0,1.5,222,129,2,7.98,0.0,7.98
1,2023-01-23 19:55:00,2023-01-23 20:31:55.830341040,1.0,12.37,121,134,2,48.81,0.0,48.81
1,2023-01-14 12:19:00,2023-01-14 12:41:56.078073138,3.0,7.66,123,85,3,30.12,0.0,30.12
1,2023-01-18 20:58:00,2023-01-18 21:06:48.220355178,1.0,3.01,157,171,1,13.57,1.2,14.77
2,2023-01-14 16:54:00,2023-01-14 17:00:20.285888616,1.0,1.61,169,147,2,10.42,0.0,10.42
1,2023-01-02 21:02:00,2023-01-02 21:04:23.469672198,2.0,0.88,51,184,1,4.5,0.4,4.9
2,2023-01-11 10:26:00,2023-01-11 10:29:59.442892548,3.0,1.14,208,50,1,8.8,1.12,9.92
1,2023-01-04 07:14:00,2023-01-04 07:18:00.403642074,1.0,1.48,120,253,1,10.06,1.06,11.12
1,2023-01-26 17:48:00,2023-01-26 17:54:35.206298376,1.0,2.62,149,26,1,10.46,0.96,11.42
2,2023-01-17 07:39:00,2023-01-17 07:52:37.660044774,1.0,4.67,228,82,1,22.58,1.21,23.79
2,2023-01-07 08:08:00,2023-01-07 08:15:11.669894592,2.0,2.41,32,193,1,10.06,1.18,11.24
1,2023-01-01 18:05:00,2023-01-01 18:11:32.272966020,1.0,2.0,139,62,2,10.52,0.0,10.52
1,2023-01-25 13:53:00,2023-01-25 13:59:27.176127930,1.0,1.59,3,69,2,8.61,0.0,8.61
2,2023-01-11 09:40:00,2023-01-11 09:44:59.168551986,2.0,1.74,6,232,1,9.19,1.32,10.51
